"","date","zip","resp","diar","pop","hh.size","lat","long"
"54",2020-02-27,"06095",0,0,7567,2,41.865898,-72.6818835
"55",2020-02-27,"06096",0,0,7424,1,41.9234965,-72.6594105
"56",2020-02-27,"06098",0,0,7786,2,41.946750222,-73.0648565
"57",2020-02-27,"06103",0,0,8259,2,41.768549,-72.6745365
"58",2020-02-27,"06105",0,1,7785,3,41.7779495,-72.702138
"59",2020-02-27,"06106",0,0,8034,3,41.7414495,-72.687187
"60",2020-02-27,"06107",0,0,7893,1,41.75265,-72.758573
"61",2020-02-27,"06108",0,0,6610,1,41.777599,-72.621378
"62",2020-02-27,"06109",0,0,5573,1,41.7036995,-72.662837
"63",2020-02-27,"06110",0,0,8027,1,41.73425,-72.7381895
"64",2020-02-27,"06111",0,0,6646,2,41.6856495,-72.731196
"65",2020-02-27,"06112",0,0,7474,1,41.791187,-72.6968875
"66",2020-02-27,"06114",1,0,8959,3,41.7454495,-72.670287
"67",2020-02-27,"06117",0,1,7472,2,41.7813995,-72.7574895
"68",2020-02-27,"06118",1,0,7752,3,41.7448355,-72.6121345
"69",2020-02-27,"06119",4,4,7227,4,41.7637495,-72.7265885
"70",2020-02-27,"06120",0,1,8858,1,41.788049,-72.667336
"71",2020-02-27,"06226",0,0,8015,1,41.7093655,-72.2109645
"72",2020-02-27,"06231",1,0,7282,2,41.627599,-72.372719
"73",2020-02-27,"06232",0,0,7407,2,41.732026,-72.374618
"74",2020-02-27,"06234",1,0,7248,3,41.784606,-71.9628505
"75",2020-02-27,"06235",0,0,7228,1,41.811508,-72.1279515
"76",2020-02-27,"06237",0,0,6841,2,41.690941,-72.2980185
"77",2020-02-27,"06238",0,0,6938,2,41.777595,-72.334272
"78",2020-02-27,"06239",0,0,7485,2,41.788984,-71.85521753
"79",2020-02-27,"06241",0,0,9115,3,41.853812813,-71.86030059
"80",2020-02-27,"06242",0,0,9083,2,41.901662,-72.100683
"81",2020-02-27,"06247",0,0,6065,1,41.764698,-72.068482
"82",2020-02-27,"06248",0,0,6639,3,41.682179,-72.4007775
"83",2020-02-27,"06249",0,0,8661,2,41.6265445,-72.245804
"84",2020-02-27,"06250",2,0,8171,4,41.781562,-72.2061075
"85",2020-02-27,"06254",0,0,7594,4,41.6142705,-72.149072
"86",2020-02-27,"06255",0,0,7952,3,41.978582407,-71.901796
"87",2020-02-27,"06256",0,0,7252,1,41.7561135,-72.1288565
"88",2020-02-27,"06259",0,0,8148,1,41.8618165,-71.9943135
"89",2020-02-27,"06260",0,0,8833,3,41.90082831,-71.86525094
"90",2020-02-27,"06262",0,0,7880,1,42.020178091,-71.9478735
"91",2020-02-27,"06264",0,0,7078,3,41.6930585,-72.102132
"92",2020-02-27,"06266",0,0,7296,3,41.6737795,-72.1482635
"93",2020-02-27,"06268",0,0,7187,2,41.7911465,-72.2532095
"94",2020-02-27,"06269",0,0,7587,1,41.804209,-72.250869
"95",2020-02-27,"06277",0,0,7711,1,41.977030122,-71.8610759
"96",2020-02-27,"06278",0,0,7673,1,41.895535,-72.164752
"97",2020-02-27,"06279",0,0,6754,1,41.8966655,-72.2733795
"98",2020-02-27,"06280",0,0,7843,1,41.70083,-72.138186
"99",2020-02-27,"06281",0,0,6562,1,41.969208257,-72.01467455
"100",2020-02-27,"06282",0,0,8572,1,41.9423045,-72.061495
"101",2020-02-27,"06320",0,0,9511,2,41.345452583,-72.1087705
"102",2020-02-27,"06330",0,0,8123,3,41.642066,-72.067582
"103",2020-02-27,"06331",0,0,7623,1,41.697212,-71.99386
"104",2020-02-27,"06333",7,2,8956,5,41.3765475,-72.2368105
"105",2020-02-27,"06334",0,0,6619,1,41.546748,-72.179573
"106",2020-02-27,"06335",0,0,7203,1,41.439648,-72.062324
"107",2020-02-27,"06336",0,0,7805,3,41.580798,-72.194556
"108",2020-02-27,"06339",0,0,7669,1,41.4442295,-71.9988785
"109",2020-02-27,"06340",0,0,8262,1,41.358567831,-72.035169
"110",2020-02-27,"06351",0,0,7946,3,41.599186,-71.962785
"111",2020-02-27,"06354",0,1,6348,4,41.7048385,-71.8489915
"112",2020-02-27,"06355",1,1,6779,4,41.376712004,-71.9765675
"113",2020-02-27,"06357",0,0,7269,1,41.331056721,-72.215723
"114",2020-02-27,"06359",0,1,8105,2,41.472796406,-71.87991184
"115",2020-02-27,"06360",0,0,8372,2,41.536679,-72.0022545
"116",2020-02-27,"06365",0,0,8366,2,41.519179,-71.95439
"117",2020-02-27,"06370",0,0,6507,3,41.4645975,-72.188621
"118",2020-02-27,"06371",0,0,6415,2,41.359299358,-72.33961925
"119",2020-02-27,"06373",0,0,7287,1,41.669529314,-71.8055435
"120",2020-02-27,"06374",0,0,8958,2,41.69105,-71.909045
"121",2020-02-27,"06375",0,0,6667,2,41.398998,-72.1329215
"122",2020-02-27,"06376",0,0,8129,2,41.2947745,-72.256424
"123",2020-02-27,"06377",0,0,6633,1,41.720241757,-71.81899347
"124",2020-02-27,"06378",0,0,6909,2,41.380467223,-71.9177436
"125",2020-02-27,"06379",0,0,8732,3,41.368473572,-71.86416896
"126",2020-02-27,"06380",0,0,9008,1,41.570348,-72.0544705
"127",2020-02-27,"06382",0,0,6595,2,41.461548,-72.130872
"128",2020-02-27,"06384",0,0,7362,1,41.5770525,-71.86072971
"129",2020-02-27,"06385",0,0,7004,3,41.359548,-72.1602215
"130",2020-02-27,"06401",0,1,7789,2,41.3432825,-73.0706515
"131",2020-02-27,"06403",0,0,8139,2,41.418219,-73.0588355
"132",2020-02-27,"06405",0,0,7150,1,41.28827042,-72.794942
"133",2020-02-27,"06409",0,0,8192,3,41.3488045,-72.4178625
"134",2020-02-27,"06410",0,3,8036,4,41.505947,-72.9081225
"135",2020-02-27,"06412",0,0,8202,1,41.403088,-72.483442
"136",2020-02-27,"06413",0,0,7284,2,41.298622694,-72.53628225
"137",2020-02-27,"06415",0,0,7637,1,41.5471395,-72.343027
"138",2020-02-27,"06416",0,0,6518,2,41.606102,-72.66779
"139",2020-02-27,"06417",0,0,7912,2,41.367911,-72.4540115
"140",2020-02-27,"06418",0,1,6294,2,41.327146,-73.0815475
"141",2020-02-27,"06419",0,0,8835,2,41.376444,-72.583236
"142",2020-02-27,"06420",0,0,8456,1,41.4858115,-72.267777
"143",2020-02-27,"06422",0,1,7034,2,41.4617685,-72.6775505
"144",2020-02-27,"06423",0,0,7508,1,41.477734,-72.390982
"145",2020-02-27,"06424",0,0,8099,2,41.5572605,-72.4947215
"146",2020-02-27,"06426",0,0,8312,2,41.352391,-72.3999315
"147",2020-02-27,"06430",0,1,7009,3,41.174596,-73.28431
"148",2020-02-27,"06432",0,0,6626,1,41.196246,-73.2446085
"149",2020-02-27,"06437",0,0,7014,3,41.3391385,-72.690719
"150",2020-02-27,"06438",0,0,6512,1,41.4601525,-72.4975835
"151",2020-02-27,"06441",0,0,6914,1,41.4628325,-72.580045
"152",2020-02-27,"06442",0,0,7207,2,41.344698,-72.444631
"153",2020-02-27,"06443",0,0,7867,1,41.3443485,-72.60872551
"154",2020-02-27,"06447",0,1,7111,2,41.636349,-72.4567795
"155",2020-02-27,"06450",0,0,6817,3,41.537225,-72.7800865
"156",2020-02-27,"06451",0,0,9683,1,41.5422135,-72.8195295
"157",2020-02-27,"06455",0,0,6810,1,41.518291,-72.7130475
"158",2020-02-27,"06457",0,0,7069,2,41.5496975,-72.653095
"159",2020-02-27,"06460",0,1,7446,2,41.2240965,-73.05286363
"160",2020-02-27,"06468",0,0,7797,1,41.3418455,-73.231708
"161",2020-02-27,"06469",0,0,9136,1,41.5061835,-72.4430765
"162",2020-02-27,"06470",0,0,7363,3,41.394745,-73.3142115
"163",2020-02-27,"06471",0,0,8351,2,41.338597,-72.782892
"164",2020-02-27,"06472",0,0,6651,2,41.376419,-72.7691915
"165",2020-02-27,"06473",0,0,7767,3,41.383447,-72.8634905
"166",2020-02-27,"06475",1,0,6844,3,41.301433,-72.390459
"167",2020-02-27,"06477",0,0,8352,1,41.279497,-73.03295
"168",2020-02-27,"06478",9,5,6894,5,41.42863,-73.1428835
"169",2020-02-27,"06479",0,0,7735,2,41.576095,-72.9006965
"170",2020-02-27,"06480",0,0,8754,2,41.583827,-72.587932
"171",2020-02-27,"06481",0,0,6537,1,41.5344515,-72.700163
"172",2020-02-27,"06482",0,0,8075,2,41.4047505,-73.250359
"173",2020-02-27,"06483",0,0,6803,2,41.384598,-73.0943275
"174",2020-02-27,"06484",0,0,8700,1,41.315846,-73.135431
"175",2020-02-27,"06488",1,2,7459,3,41.4674795,-73.240607
"176",2020-02-27,"06489",0,0,7461,1,41.600498,-72.876422
"177",2020-02-27,"06490",0,0,7838,2,41.143267183,-73.293099
"178",2020-02-27,"06492",0,0,8185,1,41.456603,-72.810266
"179",2020-02-27,"06498",0,0,8753,2,41.308923975,-72.46529632
"180",2020-02-27,"06504",0,0,7959,1,41.303647,-72.934946
"181",2020-02-27,"06510",0,1,7949,2,41.307697,-72.926446
"182",2020-02-27,"06511",1,0,7844,2,41.308047,-72.923896
"183",2020-02-27,"06512",11,0,7110,3,41.283747,-72.864094
"184",2020-02-27,"06513",0,0,6381,1,41.315426,-72.8627945
"185",2020-02-27,"06514",0,0,7337,2,41.3721665,-72.941369
"186",2020-02-27,"06515",0,0,7479,1,41.3305385,-72.9685975
"187",2020-02-27,"06516",0,0,7444,2,41.274447,-72.95767324
"188",2020-02-27,"06517",0,0,6595,2,41.345797,-72.904446
"189",2020-02-27,"06518",0,0,8992,2,41.417547,-72.907346
"190",2020-02-27,"06519",7,1,8322,3,41.293447,-72.9385965
"191",2020-02-27,"06524",0,0,6147,3,41.4298385,-72.993253
"192",2020-02-27,"06525",0,0,7770,3,41.3530465,-73.0017995
"193",2020-02-27,"06604",0,0,7023,1,41.188977,-73.211005
"194",2020-02-27,"06605",0,0,7816,1,41.161449194,-73.216557
"195",2020-02-27,"06606",1,1,7498,4,41.208796,-73.2115575
"196",2020-02-27,"06607",0,1,8143,2,41.1762965,-73.1663045
"197",2020-02-27,"06608",0,0,8335,1,41.188746,-73.180356
"198",2020-02-27,"06610",0,0,6243,2,41.206646,-73.171405
"199",2020-02-27,"06611",0,0,9437,1,41.259907,-73.208257
"200",2020-02-27,"06612",0,0,7935,2,41.2725455,-73.302861
"201",2020-02-27,"06614",0,0,7393,1,41.230496,-73.1257035
"202",2020-02-27,"06615",0,0,7436,2,41.1729465,-73.13923432
"203",2020-02-27,"06702",0,0,7080,3,41.559746,-73.0431255
"204",2020-02-27,"06704",0,0,8053,2,41.582897,-73.033901
"205",2020-02-27,"06705",0,0,6981,2,41.551547,-72.992688
"206",2020-02-27,"06706",0,0,8370,1,41.534596,-73.0231505
"207",2020-02-27,"06708",0,0,7440,3,41.543396,-73.065152
"208",2020-02-27,"06710",0,0,6563,3,41.5696465,-73.0468515
"209",2020-02-27,"06712",0,0,7206,1,41.499397,-72.976401
"210",2020-02-27,"06716",0,0,6379,2,41.598854,-72.9775585
"211",2020-02-27,"06750",0,0,7491,2,41.7249315,-73.2564865
"212",2020-02-27,"06751",0,0,7663,1,41.6421055,-73.211003
"213",2020-02-27,"06752",0,0,8991,1,41.517055,-73.358267
"214",2020-02-27,"06754",0,0,6693,1,41.7976265,-73.3687625
"215",2020-02-27,"06755",0,0,7620,1,41.646678,-73.480072
"216",2020-02-27,"06756",0,0,9044,1,41.8488635,-73.2362045
"217",2020-02-27,"06757",0,0,8177,2,41.728729495,-73.44868737
"218",2020-02-27,"06759",0,0,7427,1,41.7560665,-73.2157455
"219",2020-02-27,"06762",0,0,7203,2,41.528874,-73.117314
"220",2020-02-27,"06763",0,0,6819,2,41.69008,-73.211809
"221",2020-02-27,"06770",0,0,7755,3,41.487842,-73.061246
"222",2020-02-27,"06776",0,0,7812,2,41.5873105,-73.4159895
"223",2020-02-27,"06777",0,0,7571,1,41.708186,-73.3326235
"224",2020-02-27,"06778",0,0,7291,2,41.694945,-73.108706
"225",2020-02-27,"06779",0,0,6477,3,41.5953465,-73.080253
"226",2020-02-27,"06782",0,0,8147,1,41.6576475,-73.047044
"227",2020-02-27,"06783",0,0,6892,2,41.553791,-73.301041
"228",2020-02-27,"06784",0,0,7390,1,41.581341899,-73.48735161
"229",2020-02-27,"06785",0,1,6928,3,41.7081015,-73.448479
"230",2020-02-27,"06786",0,0,7804,1,41.6642475,-73.019497
"231",2020-02-27,"06787",0,0,8060,1,41.679492,-73.102229
"232",2020-02-27,"06790",0,0,7134,2,41.8393655,-73.1254955
"233",2020-02-27,"06791",0,0,7731,2,41.720315,-73.060313
"234",2020-02-27,"06793",0,0,6568,1,41.636105,-73.297241
"235",2020-02-27,"06794",0,0,6149,1,41.6413695,-73.3239855
"236",2020-02-27,"06795",1,0,8106,3,41.615246,-73.117246
"237",2020-02-27,"06796",0,0,7334,2,41.874194,-73.3521925
"238",2020-02-27,"06798",0,0,7936,3,41.562687,-73.2062455
"239",2020-02-27,"06801",0,0,7422,3,41.3806945,-73.3915145
"240",2020-02-27,"06804",0,0,6295,1,41.4673445,-73.388264
"241",2020-02-27,"06807",0,0,8262,1,41.0620965,-73.5880685
"242",2020-02-27,"06810",0,0,6796,3,41.3781445,-73.4690945
"243",2020-02-27,"06811",0,0,8313,1,41.423144,-73.47701706
"244",2020-02-27,"06812",0,0,7934,3,41.486794,-73.4910675
"245",2020-02-27,"06820",0,0,7418,2,41.0753465,-73.481017
"246",2020-02-27,"06830",0,0,6673,2,41.0422335,-73.62692
"247",2020-02-27,"06831",0,0,7586,1,41.081675289,-73.6635725
"248",2020-02-27,"06840",0,0,8912,3,41.162787137,-73.50212314
"249",2020-02-27,"06850",0,0,8236,1,41.127096,-73.442314
"250",2020-02-27,"06851",0,0,7934,1,41.139596,-73.405613
"251",2020-02-27,"06853",0,0,7550,2,41.0694885,-73.4376635
"252",2020-02-27,"06854",0,0,7827,2,41.091746,-73.4320135
"253",2020-02-27,"06855",0,0,7445,3,41.102351341,-73.3981625
"254",2020-02-27,"06870",0,0,6996,3,41.0330965,-73.5693675
"255",2020-02-27,"06877",0,0,8180,2,41.307351587,-73.4947135
"256",2020-02-27,"06878",0,0,6660,1,41.03435812,-73.5826185
"257",2020-02-27,"06880",0,0,7524,2,41.144796454,-73.3427615
"258",2020-02-27,"06883",0,0,7116,1,41.2246455,-73.3775635
"259",2020-02-27,"06896",0,0,6906,1,41.302195,-73.388264
"260",2020-02-27,"06897",0,0,6801,1,41.209449,-73.44091207
"261",2020-02-27,"06901",1,1,8444,3,41.0526965,-73.5356165
"262",2020-02-27,"06902",0,0,6849,1,41.0609965,-73.542467
"263",2020-02-27,"06903",0,0,6518,1,41.126685418,-73.570019
"264",2020-02-27,"06905",0,0,7258,1,41.085846,-73.5449175
"265",2020-02-27,"06906",0,0,7898,1,41.077346,-73.5208165
"266",2020-02-27,"06907",0,0,7072,4,41.097796,-73.5188285
"267",2020-02-28,"06001",0,0,6618,1,41.7922485,-72.8546215
"268",2020-02-28,"06002",0,0,6949,2,41.852748,-72.736193
"269",2020-02-28,"06010",0,0,6295,2,41.681598,-72.940477
"270",2020-02-28,"06013",0,0,7777,1,41.7586945,-72.95751
"271",2020-02-28,"06016",0,0,8025,1,41.9068475,-72.5516315
"272",2020-02-28,"06018",0,0,8353,2,42.021107878,-73.29613924
"273",2020-02-28,"06019",0,0,9038,3,41.852411,-72.8994735
"274",2020-02-28,"06020",0,0,7409,1,41.8742965,-72.8993385
"275",2020-02-28,"06021",0,0,7938,1,42.016421379,-73.1119775
"276",2020-02-28,"06022",0,0,7138,2,41.866526,-72.920646
"277",2020-02-28,"06023",0,0,7539,1,41.6139485,-72.7205765
"278",2020-02-28,"06024",0,0,7230,2,42.021986,-73.269836
"279",2020-02-28,"06026",0,0,8688,1,41.9385965,-72.735138
"280",2020-02-28,"06027",1,0,6976,4,42.004306649,-72.913469
"281",2020-02-28,"06029",0,0,7215,2,41.907197,-72.4231275
"282",2020-02-28,"06031",0,0,7372,2,41.946962,-73.3304885
"283",2020-02-28,"06032",0,0,7960,1,41.725199,-72.8295075
"284",2020-02-28,"06033",0,0,7295,1,41.703899,-72.5461325
"285",2020-02-28,"06035",0,0,7555,1,41.960306365,-72.79614
"286",2020-02-28,"06037",0,0,6709,3,41.603448,-72.7762915
"287",2020-02-28,"06039",1,0,6303,2,41.967320505,-73.43203767
"288",2020-02-28,"06040",0,0,6193,2,41.7770485,-72.523631
"289",2020-02-28,"06043",0,0,7412,1,41.766929,-72.438478
"290",2020-02-28,"06051",0,0,8556,1,41.666649,-72.769641
"291",2020-02-28,"06052",0,0,7542,2,41.6571985,-72.8041925
"292",2020-02-28,"06053",0,0,7575,2,41.690297,-72.7906915
"293",2020-02-28,"06057",0,0,6948,2,41.85597,-73.0064315
"294",2020-02-28,"06058",0,0,8470,2,41.959432588,-73.199483
"295",2020-02-28,"06059",0,0,8048,2,41.928609,-72.916584
"296",2020-02-28,"06060",0,0,8383,2,41.996753,-72.8444925
"297",2020-02-28,"06062",0,0,8372,1,41.6738525,-72.8539445
"298",2020-02-28,"06063",0,0,5711,2,41.9320325,-72.966924
"299",2020-02-28,"06065",0,0,6607,1,41.976322423,-73.02232
"300",2020-02-28,"06066",0,0,6782,1,41.8358975,-72.4632105
"301",2020-02-28,"06067",0,0,8042,1,41.657749,-72.662687
"302",2020-02-28,"06068",0,0,8758,3,42.0082755,-73.41461884
"303",2020-02-28,"06069",0,0,8183,2,41.855067717,-73.44148419
"304",2020-02-28,"06070",0,0,6861,1,41.868613,-72.8216415
"305",2020-02-28,"06071",1,0,7242,1,41.9908563,-72.4517345
"306",2020-02-28,"06073",0,0,7504,1,41.663449,-72.554933
"307",2020-02-28,"06074",0,0,7977,2,41.833848,-72.5705325
"308",2020-02-28,"06076",1,0,6367,3,41.986640815,-72.2533375
"309",2020-02-28,"06078",0,0,9051,1,41.976171629,-72.65770167
"310",2020-02-28,"06081",0,0,8078,1,41.905697,-72.7715895
"311",2020-02-28,"06082",0,0,7339,2,41.984446,-72.5570815
"312",2020-02-28,"06084",0,0,6970,1,41.882047,-72.361168
"313",2020-02-28,"06085",0,0,7431,1,41.7468985,-72.880995
"314",2020-02-28,"06088",0,0,7568,1,41.9033475,-72.592533
"315",2020-02-28,"06089",1,1,9156,4,41.8387975,-72.831442
"316",2020-02-28,"06090",0,0,7312,2,41.9545455,-72.8658435
"317",2020-02-28,"06091",2,2,5732,4,42.002732904,-72.9820655
"318",2020-02-28,"06092",3,2,7330,4,41.861663,-72.8497045
"319",2020-02-28,"06093",0,0,7239,2,42.005542,-72.72442587
"320",2020-02-28,"06095",0,1,7567,2,41.865898,-72.6818835
"321",2020-02-28,"06096",0,0,7424,1,41.9234965,-72.6594105
"322",2020-02-28,"06098",0,0,7786,2,41.946750222,-73.0648565
"323",2020-02-28,"06103",0,0,8259,2,41.768549,-72.6745365
"324",2020-02-28,"06105",2,0,7785,3,41.7779495,-72.702138
"325",2020-02-28,"06106",0,0,8034,3,41.7414495,-72.687187
"326",2020-02-28,"06107",0,0,7893,1,41.75265,-72.758573
"327",2020-02-28,"06108",0,0,6610,1,41.777599,-72.621378
"328",2020-02-28,"06109",0,0,5573,1,41.7036995,-72.662837
"329",2020-02-28,"06110",0,0,8027,1,41.73425,-72.7381895
"330",2020-02-28,"06111",0,0,6646,2,41.6856495,-72.731196
"331",2020-02-28,"06112",0,0,7474,1,41.791187,-72.6968875
"332",2020-02-28,"06114",1,1,8959,3,41.7454495,-72.670287
"333",2020-02-28,"06117",0,0,7472,2,41.7813995,-72.7574895
"334",2020-02-28,"06118",0,1,7752,3,41.7448355,-72.6121345
"335",2020-02-28,"06119",1,0,7227,4,41.7637495,-72.7265885
"336",2020-02-28,"06120",0,0,8858,1,41.788049,-72.667336
"337",2020-02-28,"06226",0,0,8015,1,41.7093655,-72.2109645
"338",2020-02-28,"06231",0,0,7282,2,41.627599,-72.372719
"339",2020-02-28,"06232",0,0,7407,2,41.732026,-72.374618
"340",2020-02-28,"06234",0,0,7248,3,41.784606,-71.9628505
"341",2020-02-28,"06235",0,0,7228,1,41.811508,-72.1279515
"342",2020-02-28,"06237",0,0,6841,2,41.690941,-72.2980185
"343",2020-02-28,"06238",1,0,6938,2,41.777595,-72.334272
"344",2020-02-28,"06239",0,0,7485,2,41.788984,-71.85521753
"345",2020-02-28,"06241",0,1,9115,3,41.853812813,-71.86030059
"346",2020-02-28,"06242",0,0,9083,2,41.901662,-72.100683
"347",2020-02-28,"06247",0,0,6065,1,41.764698,-72.068482
"348",2020-02-28,"06248",0,1,6639,3,41.682179,-72.4007775
"349",2020-02-28,"06249",0,0,8661,2,41.6265445,-72.245804
"350",2020-02-28,"06250",1,0,8171,4,41.781562,-72.2061075
"351",2020-02-28,"06254",0,2,7594,4,41.6142705,-72.149072
"352",2020-02-28,"06255",0,0,7952,3,41.978582407,-71.901796
"353",2020-02-28,"06256",0,0,7252,1,41.7561135,-72.1288565
"354",2020-02-28,"06259",0,0,8148,1,41.8618165,-71.9943135
"355",2020-02-28,"06260",0,0,8833,3,41.90082831,-71.86525094
"356",2020-02-28,"06262",0,0,7880,1,42.020178091,-71.9478735
"357",2020-02-28,"06264",0,0,7078,3,41.6930585,-72.102132
"358",2020-02-28,"06266",0,1,7296,3,41.6737795,-72.1482635
"359",2020-02-28,"06268",0,0,7187,2,41.7911465,-72.2532095
"360",2020-02-28,"06269",0,0,7587,1,41.804209,-72.250869
"361",2020-02-28,"06277",0,0,7711,1,41.977030122,-71.8610759
"362",2020-02-28,"06278",0,0,7673,1,41.895535,-72.164752
"363",2020-02-28,"06279",1,0,6754,1,41.8966655,-72.2733795
"364",2020-02-28,"06280",0,0,7843,1,41.70083,-72.138186
"365",2020-02-28,"06281",0,0,6562,1,41.969208257,-72.01467455
"366",2020-02-28,"06282",0,0,8572,1,41.9423045,-72.061495
"367",2020-02-28,"06320",0,0,9511,2,41.345452583,-72.1087705
"368",2020-02-28,"06330",2,0,8123,3,41.642066,-72.067582
"369",2020-02-28,"06331",0,0,7623,1,41.697212,-71.99386
"370",2020-02-28,"06333",10,6,8956,5,41.3765475,-72.2368105
"371",2020-02-28,"06334",0,0,6619,1,41.546748,-72.179573
"372",2020-02-28,"06335",0,0,7203,1,41.439648,-72.062324
"373",2020-02-28,"06336",1,0,7805,3,41.580798,-72.194556
"374",2020-02-28,"06339",0,0,7669,1,41.4442295,-71.9988785
"375",2020-02-28,"06340",0,0,8262,1,41.358567831,-72.035169
"376",2020-02-28,"06351",0,0,7946,3,41.599186,-71.962785
"377",2020-02-28,"06354",0,3,6348,4,41.7048385,-71.8489915
"378",2020-02-28,"06355",2,0,6779,4,41.376712004,-71.9765675
"379",2020-02-28,"06357",0,0,7269,1,41.331056721,-72.215723
"380",2020-02-28,"06359",0,0,8105,2,41.472796406,-71.87991184
"381",2020-02-28,"06360",0,0,8372,2,41.536679,-72.0022545
"382",2020-02-28,"06365",0,0,8366,2,41.519179,-71.95439
"383",2020-02-28,"06370",1,0,6507,3,41.4645975,-72.188621
"384",2020-02-28,"06371",0,0,6415,2,41.359299358,-72.33961925
"385",2020-02-28,"06373",0,0,7287,1,41.669529314,-71.8055435
"386",2020-02-28,"06374",0,0,8958,2,41.69105,-71.909045
"387",2020-02-28,"06375",0,0,6667,2,41.398998,-72.1329215
"388",2020-02-28,"06376",0,1,8129,2,41.2947745,-72.256424
"389",2020-02-28,"06377",0,0,6633,1,41.720241757,-71.81899347
"390",2020-02-28,"06378",1,0,6909,2,41.380467223,-71.9177436
"391",2020-02-28,"06379",1,1,8732,3,41.368473572,-71.86416896
"392",2020-02-28,"06380",0,0,9008,1,41.570348,-72.0544705
"393",2020-02-28,"06382",0,0,6595,2,41.461548,-72.130872
"394",2020-02-28,"06384",0,0,7362,1,41.5770525,-71.86072971
"395",2020-02-28,"06385",0,1,7004,3,41.359548,-72.1602215
"396",2020-02-28,"06401",0,0,7789,2,41.3432825,-73.0706515
"397",2020-02-28,"06403",0,0,8139,2,41.418219,-73.0588355
